datetime,Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature,Cloud Type,Dew Point,Relative Humidity,Solar Zenith Angle,Requested Year,date,Cluster_Label,GHI_Filtered
2021-01-01 07:30:00,2021,1,1,7,30,9,9,1,1.6,-5.0,8,-8.7,75.53,89.13,2021,2021-01-01,Gunesli,15.505050505050535
2021-01-01 08:00:00,2021,1,1,8,0,70,41,310,1.8,-3.8,0,-7.9,73.2,84.54,2021,2021-01-01,Gunesli,59.59595959595964
2021-01-01 08:30:00,2021,1,1,8,30,105,75,177,2.0,-2.7,4,-7.9,67.44,80.08,2021,2021-01-01,Gunesli,101.28210678210685
2021-01-01 09:00:00,2021,1,1,9,0,140,129,45,2.2,-1.6,4,-6.8,67.48,75.95,2021,2021-01-01,Gunesli,143.75541125541136
2021-01-01 09:30:00,2021,1,1,9,30,184,179,15,2.0,-0.7,4,-6.8,63.18,72.24,2021,2021-01-01,Gunesli,190.20779220779198
2021-01-01 10:00:00,2021,1,1,10,0,232,226,16,1.8,0.1,4,-6.5,61.03,69.03,2021,2021-01-01,Gunesli,250.05194805194776
2021-01-01 10:30:00,2021,1,1,10,30,326,292,86,1.6,0.7,4,-6.5,58.44,66.4,2021,2021-01-01,Gunesli,323.01731601731564
2021-01-01 11:00:00,2021,1,1,11,0,385,303,191,1.4,1.4,4,-6.5,55.83,64.41,2021,2021-01-01,Gunesli,395.424242424242
2021-01-01 11:30:00,2021,1,1,11,30,476,128,770,1.2,1.9,0,-6.5,53.87,63.15,2021,2021-01-01,Gunesli,454.99134199134147
2021-01-01 12:00:00,2021,1,1,12,0,505,73,941,0.9,2.4,0,-6.5,51.96,62.64,2021,2021-01-01,Gunesli,492.6450216450211
2021-01-01 12:30:00,2021,1,1,12,30,500,72,940,0.8,2.8,0,-6.5,50.5,62.91,2021,2021-01-01,Gunesli,500.4675324675319
2021-01-01 13:00:00,2021,1,1,13,0,479,69,933,0.6,3.1,0,-6.6,49.14,63.94,2021,2021-01-01,Gunesli,485.610389610389
2021-01-01 13:30:00,2021,1,1,13,30,445,67,920,0.7,3.2,0,-6.6,48.8,65.71,2021,2021-01-01,Gunesli,445.9956709956705
2021-01-01 14:00:00,2021,1,1,14,0,396,62,897,0.9,3.3,0,-6.6,48.24,68.15,2021,2021-01-01,Gunesli,395.11688311688266
2021-01-01 14:30:00,2021,1,1,14,30,335,58,860,0.9,2.7,0,-6.6,50.33,71.2,2021,2021-01-01,Gunesli,332.24242424242385
2021-01-01 15:00:00,2021,1,1,15,0,263,52,804,0.9,2.2,0,-6.0,54.67,74.76,2021,2021-01-01,Gunesli,260.121212121212
2021-01-01 15:30:00,2021,1,1,15,30,181,51,669,0.9,0.5,0,-6.0,61.75,78.77,2021,2021-01-01,Gunesli,182.7373737373735
2021-01-01 16:00:00,2021,1,1,16,0,99,36,526,0.9,-1.2,0,-7.2,63.55,83.13,2021,2021-01-01,Gunesli,103.60101010100988
2021-01-01 16:30:00,2021,1,1,16,30,29,18,269,1.0,-1.8,0,-7.2,66.49,87.73,2021,2021-01-01,Gunesli,26.222222222221887
2021-01-02 07:30:00,2021,1,2,7,30,15,12,197,4.3,-4.4,0,-13.3,49.86,89.15,2021,2021-01-02,Gunesli,12.373737373737377
2021-01-02 08:00:00,2021,1,2,8,0,84,24,628,4.6,-3.2,0,-12.5,48.63,84.55,2021,2021-01-02,Gunesli,88.61616161616172
2021-01-02 08:30:00,2021,1,2,8,30,168,33,784,4.8,-1.7,0,-12.5,43.52,80.08,2021,2021-01-02,Gunesli,169.00793650793668
2021-01-02 09:00:00,2021,1,2,9,0,252,39,875,5.0,-0.1,0,-11.4,42.26,75.94,2021,2021-01-02,Gunesli,249.59956709956728
2021-01-02 09:30:00,2021,1,2,9,30,329,44,933,5.0,1.3,0,-11.4,38.15,72.22,2021,2021-01-02,Gunesli,326.4415584415581
2021-01-02 10:00:00,2021,1,2,10,0,396,48,971,5.0,2.7,0,-10.9,35.99,69.0,2021,2021-01-02,Gunesli,395.0779220779216
2021-01-02 10:30:00,2021,1,2,10,30,451,51,997,4.8,3.6,0,-10.9,33.77,66.35,2021,2021-01-02,Gunesli,451.0259740259735
2021-01-02 11:00:00,2021,1,2,11,0,493,55,1013,4.6,4.6,0,-11.2,30.87,64.35,2021,2021-01-02,Gunesli,492.3722943722938
2021-01-02 11:30:00,2021,1,2,11,30,519,56,1023,4.4,5.1,0,-11.2,29.82,63.07,2021,2021-01-02,Gunesli,518.1212121212114
2021-01-02 12:00:00,2021,1,2,12,0,530,57,1026,4.3,5.5,0,-11.4,28.44,62.55,2021,2021-01-02,Gunesli,527.5454545454539
2021-01-02 12:30:00,2021,1,2,12,30,520,57,1014,4.2,5.5,0,-11.4,28.44,62.8,2021,2021-01-02,Gunesli,520.3722943722938
2021-01-02 13:00:00,2021,1,2,13,0,497,56,999,4.2,5.6,0,-11.2,28.71,63.83,2021,2021-01-02,Gunesli,501.6883116883111
2021-01-02 13:30:00,2021,1,2,13,30,459,56,976,4.1,5.1,0,-11.2,29.72,65.59,2021,2021-01-02,Gunesli,466.53246753246697
2021-01-02 14:00:00,2021,1,2,14,0,407,55,942,4.0,4.6,0,-10.0,33.71,68.03,2021,2021-01-02,Gunesli,396.19047619047575
2021-01-02 14:30:00,2021,1,2,14,30,343,52,898,3.7,3.5,0,-10.0,36.41,71.06,2021,2021-01-02,Gunesli,305.2597402597399
2021-01-02 15:00:00,2021,1,2,15,0,217,109,409,3.4,2.3,7,-8.9,43.28,74.62,2021,2021-01-02,Gunesli,201.3722943722941
2021-01-02 15:30:00,2021,1,2,15,30,64,64,2,3.2,0.9,6,-8.9,47.83,78.63,2021,2021-01-02,Gunesli,106.34126984126965
2021-01-02 16:00:00,2021,1,2,16,0,33,33,0,3.0,-0.5,6,-9.5,50.78,83.0,2021,2021-01-02,Gunesli,35.43434343434319
2021-01-02 16:30:00,2021,1,2,16,30,15,15,0,3.0,-0.9,6,-9.5,52.28,87.6,2021,2021-01-02,Gunesli,3.919191919191462
2021-01-03 07:30:00,2021,1,3,7,30,13,11,167,3.1,-2.1,0,-12.7,44.07,89.16,2021,2021-01-03,Gunesli,10.545454545454605
2021-01-03 08:00:00,2021,1,3,8,0,78,25,556,3.1,-1.0,0,-11.4,45.2,84.55,2021,2021-01-03,Gunesli,81.65151515151526
2021-01-03 08:30:00,2021,1,3,8,30,155,34,699,3.4,0.5,0,-11.4,40.53,80.07,2021,2021-01-03,Gunesli,157.357142857143
2021-01-03 09:00:00,2021,1,3,9,0,236,38,813,3.6,2.0,0,-10.7,38.36,75.92,2021,2021-01-03,Gunesli,233.67748917748935
2021-01-03 09:30:00,2021,1,3,9,30,310,43,874,3.9,3.3,0,-10.7,34.98,72.19,2021,2021-01-03,Gunesli,306.62770562770527
2021-01-03 10:00:00,2021,1,3,10,0,373,46,911,4.3,4.5,0,-10.1,33.91,68.95,2021,2021-01-03,Gunesli,371.68398268398226
2021-01-03 10:30:00,2021,1,3,10,30,424,49,933,4.5,5.2,0,-10.1,32.26,66.29,2021,2021-01-03,Gunesli,424.2207792207787
2021-01-03 11:00:00,2021,1,3,11,0,463,51,950,4.8,5.8,0,-9.3,32.82,64.28,2021,2021-01-03,Gunesli,469.3376623376618
2021-01-03 11:30:00,2021,1,3,11,30,487,53,955,4.8,6.0,0,-9.3,32.37,62.98,2021,2021-01-03,Gunesli,505.2597402597397
2021-01-03 12:00:00,2021,1,3,12,0,495,57,948,4.9,6.1,0,-8.5,34.37,62.45,2021,2021-01-03,Gunesli,490.64069264069207
2021-01-03 12:30:00,2021,1,3,12,30,487,59,932,4.8,5.9,0,-8.5,34.85,62.69,2021,2021-01-03,Gunesli,429.75324675324623
2021-01-03 13:00:00,2021,1,3,13,0,388,144,551,4.7,5.6,7,-7.3,38.89,63.71,2021,2021-01-03,Gunesli,339.6320346320342
2021-01-03 13:30:00,2021,1,3,13,30,163,134,71,4.3,5.1,6,-7.3,40.26,65.46,2021,2021-01-03,Gunesli,234.10389610389583
2021-01-03 14:00:00,2021,1,3,14,0,97,93,10,3.9,4.5,9,-6.2,45.69,67.89,2021,2021-01-03,Gunesli,135.168831168831
2021-01-03 14:30:00,2021,1,3,14,30,68,67,4,3.5,3.6,9,-6.2,48.67,70.93,2021,2021-01-03,Gunesli,58.415584415584334
2021-01-03 15:00:00,2021,1,3,15,0,32,32,0,3.1,2.8,9,-6.0,52.44,74.48,2021,2021-01-03,Gunesli,29.329004329004476
2021-01-03 15:30:00,2021,1,3,15,30,25,25,0,2.9,2.3,9,-6.0,54.41,78.49,2021,2021-01-03,Gunesli,16.523809523809916
2021-01-03 16:00:00,2021,1,3,16,0,6,6,0,2.6,1.8,9,-6.4,54.74,82.85,2021,2021-01-03,Gunesli,11.439393939394677
2021-01-03 16:30:00,2021,1,3,16,30,5,5,0,2.5,1.7,9,-6.4,55.14,87.46,2021,2021-01-03,Gunesli,5.51515151515224
2021-01-04 07:30:00,2021,1,4,7,30,8,8,1,3.6,-2.8,7,-13.5,43.54,89.15,2021,2021-01-04,Gunesli,1.6969696969698589
2021-01-04 08:00:00,2021,1,4,8,0,53,50,30,3.9,-1.5,4,-14.0,37.92,84.54,2021,2021-01-04,Gunesli,55.060606060606204
2021-01-04 08:30:00,2021,1,4,8,30,108,97,66,3.9,0.3,4,-14.0,33.26,80.05,2021,2021-01-04,Gunesli,129.58441558441575
2021-01-04 09:00:00,2021,1,4,9,0,222,82,575,3.9,2.0,0,-13.6,30.53,75.89,2021,2021-01-04,Gunesli,215.90476190476213
2021-01-04 09:30:00,2021,1,4,9,30,326,41,930,3.5,3.6,0,-13.6,27.26,72.15,2021,2021-01-04,Gunesli,304.6580086580083
2021-01-04 10:00:00,2021,1,4,10,0,391,43,968,3.0,5.1,0,-12.4,27.05,68.9,2021,2021-01-04,Gunesli,382.8441558441554
2021-01-04 10:30:00,2021,1,4,10,30,440,45,979,2.7,6.5,0,-12.4,24.52,66.23,2021,2021-01-04,Gunesli,445.24675324675275
2021-01-04 11:00:00,2021,1,4,11,0,480,48,992,2.3,7.8,0,-13.6,20.33,64.2,2021,2021-01-04,Gunesli,483.03896103896045
2021-01-04 11:30:00,2021,1,4,11,30,506,50,1001,2.2,8.3,0,-13.6,19.62,62.89,2021,2021-01-04,Gunesli,504.80952380952317
2021-01-04 12:00:00,2021,1,4,12,0,517,52,1001,2.2,8.9,0,-13.7,18.73,62.34,2021,2021-01-04,Gunesli,514.2727272727267
2021-01-04 12:30:00,2021,1,4,12,30,508,52,990,2.2,9.0,0,-13.7,18.61,62.58,2021,2021-01-04,Gunesli,508.9567099567094
2021-01-04 13:00:00,2021,1,4,13,0,488,52,981,2.3,9.2,0,-12.9,19.52,63.59,2021,2021-01-04,Gunesli,488.19480519480464
2021-01-04 13:30:00,2021,1,4,13,30,453,50,966,2.0,8.7,0,-12.9,20.19,65.33,2021,2021-01-04,Gunesli,452.69264069264017
2021-01-04 14:00:00,2021,1,4,14,0,405,48,942,1.7,8.3,0,-9.4,27.58,67.75,2021,2021-01-04,Gunesli,403.3506493506489
2021-01-04 14:30:00,2021,1,4,14,30,344,46,906,1.6,6.9,0,-9.4,30.34,70.78,2021,2021-01-04,Gunesli,341.43290043290006
2021-01-04 15:00:00,2021,1,4,15,0,271,43,845,1.4,5.4,0,-7.9,37.67,74.34,2021,2021-01-04,Gunesli,269.6558441558441
2021-01-04 15:30:00,2021,1,4,15,30,191,37,760,1.6,3.8,0,-7.9,42.12,78.34,2021,2021-01-04,Gunesli,192.16305916305902
2021-01-04 16:00:00,2021,1,4,16,0,109,30,624,1.7,2.1,0,-12.0,34.48,82.7,2021,2021-01-04,Gunesli,112.2020202020201
2021-01-04 16:30:00,2021,1,4,16,30,35,19,349,1.8,1.2,0,-12.0,36.77,87.32,2021,2021-01-04,Gunesli,33.020202020201964
2021-01-05 07:30:00,2021,1,5,7,30,11,9,105,3.1,1.2,0,-7.2,53.64,89.16,2021,2021-01-05,Kapali,73.0
2021-01-05 08:00:00,2021,1,5,8,0,59,43,173,3.5,2.2,7,-6.5,52.69,84.53,2021,2021-01-05,Kapali,113.75
2021-01-05 08:30:00,2021,1,5,8,30,149,51,566,3.9,3.3,0,-6.5,48.74,80.03,2021,2021-01-05,Kapali,153.2
2021-01-05 09:00:00,2021,1,5,9,0,236,43,788,4.3,4.5,0,-5.7,47.37,75.86,2021,2021-01-05,Kapali,226.0
2021-01-05 09:30:00,2021,1,5,9,30,311,49,852,4.7,5.2,0,-5.7,45.12,72.1,2021,2021-01-05,Kapali,298.6
2021-01-05 10:00:00,2021,1,5,10,0,375,52,895,5.2,6.0,0,-5.7,42.85,68.84,2021,2021-01-05,Kapali,361.4
2021-01-05 10:30:00,2021,1,5,10,30,422,63,889,5.3,6.3,0,-5.7,41.98,66.15,2021,2021-01-05,Kapali,402.8
2021-01-05 11:00:00,2021,1,5,11,0,463,68,906,5.5,6.6,0,-6.4,39.03,64.12,2021,2021-01-05,Kapali,392.4
2021-01-05 11:30:00,2021,1,5,11,30,443,136,671,5.6,6.6,7,-6.4,39.03,62.79,2021,2021-01-05,Kapali,376.4
2021-01-05 12:00:00,2021,1,5,12,0,259,194,140,5.7,6.5,7,-7.4,36.39,62.23,2021,2021-01-05,Kapali,365.8
2021-01-05 12:30:00,2021,1,5,12,30,295,218,167,5.9,6.2,7,-7.4,37.19,62.46,2021,2021-01-05,Kapali,353.8
2021-01-05 13:00:00,2021,1,5,13,0,369,194,391,6.1,5.9,8,-8.3,35.19,63.45,2021,2021-01-05,Kapali,339.4
2021-01-05 13:30:00,2021,1,5,13,30,403,123,667,6.2,5.2,8,-8.3,36.99,65.19,2021,2021-01-05,Kapali,348.0
2021-01-05 14:00:00,2021,1,5,14,0,371,111,683,6.2,4.5,7,-9.2,36.21,67.61,2021,2021-01-05,Kapali,336.4
2021-01-05 14:30:00,2021,1,5,14,30,302,108,585,5.8,3.5,8,-9.2,38.89,70.63,2021,2021-01-05,Kapali,287.0
2021-01-05 15:00:00,2021,1,5,15,0,237,101,499,5.5,2.6,7,-9.8,39.7,74.18,2021,2021-01-05,Kapali,225.0
2021-01-05 15:30:00,2021,1,5,15,30,122,83,192,4.6,1.3,7,-9.7,43.61,78.18,2021,2021-01-05,Kapali,155.4
2021-01-05 16:00:00,2021,1,5,16,0,93,65,217,3.8,-0.1,7,-9.9,47.76,82.55,2021,2021-01-05,Kapali,118.75
2021-01-05 16:30:00,2021,1,5,16,30,23,23,6,3.4,-0.7,8,-9.9,49.89,87.17,2021,2021-01-05,Kapali,79.33333333333333
2021-01-06 07:30:00,2021,1,6,7,30,15,12,200,2.8,-4.9,0,-14.5,47.01,89.14,2021,2021-01-06,Gunesli,12.969696969696974
2021-01-06 08:00:00,2021,1,6,8,0,84,24,632,3.2,-3.6,0,-14.2,43.82,84.51,2021,2021-01-06,Gunesli,87.77272727272731
2021-01-06 08:30:00,2021,1,6,8,30,167,30,789,3.1,-2.1,0,-14.2,39.2,80.0,2021,2021-01-06,Gunesli,167.48701298701306
2021-01-06 09:00:00,2021,1,6,9,0,250,34,880,3.1,-0.7,0,-13.6,36.95,75.82,2021,2021-01-06,Gunesli,247.80952380952388
2021-01-06 09:30:00,2021,1,6,9,30,326,37,938,2.8,0.7,0,-13.6,33.39,72.05,2021,2021-01-06,Gunesli,324.43722943722906
2021-01-06 10:00:00,2021,1,6,10,0,393,39,977,2.6,2.2,0,-13.9,29.34,68.78,2021,2021-01-06,Gunesli,391.96969696969654
2021-01-06 10:30:00,2021,1,6,10,30,448,42,1001,2.5,3.0,0,-13.9,27.72,66.07,2021,2021-01-06,Gunesli,445.9220779220774
2021-01-06 11:00:00,2021,1,6,11,0,488,45,1011,2.3,3.8,0,-14.0,25.88,64.02,2021,2021-01-06,Gunesli,485.70995670995615
2021-01-06 11:30:00,2021,1,6,11,30,509,45,1011,2.5,4.2,0,-14.0,25.16,62.69,2021,2021-01-06,Gunesli,510.63636363636306
2021-01-06 12:00:00,2021,1,6,12,0,520,45,1015,2.6,4.6,0,-13.8,25.04,62.11,2021,2021-01-06,Gunesli,520.3419913419907
2021-01-06 12:30:00,2021,1,6,12,30,516,45,1014,2.8,4.7,0,-13.8,24.84,62.32,2021,2021-01-06,Gunesli,515.0822510822504
2021-01-06 13:00:00,2021,1,6,13,0,496,43,1008,2.9,4.8,0,-13.3,25.6,63.31,2021,2021-01-06,Gunesli,495.2380952380947
2021-01-06 13:30:00,2021,1,6,13,30,462,42,995,2.9,4.7,0,-13.3,25.78,65.04,2021,2021-01-06,Gunesli,461.50216450216396
2021-01-06 14:00:00,2021,1,6,14,0,414,41,973,2.9,4.5,0,-12.5,27.84,67.45,2021,2021-01-06,Gunesli,413.70129870129824
2021-01-06 14:30:00,2021,1,6,14,30,353,38,941,2.3,3.6,0,-12.5,29.65,70.47,2021,2021-01-06,Gunesli,350.9480519480515
2021-01-06 15:00:00,2021,1,6,15,0,282,36,893,1.7,2.6,0,-10.3,38.07,74.02,2021,2021-01-06,Gunesli,278.7316017316013
2021-01-06 15:30:00,2021,1,6,15,30,201,34,804,1.4,0.7,0,-10.3,43.66,78.02,2021,2021-01-06,Gunesli,200.2590187590185
2021-01-06 16:00:00,2021,1,6,16,0,111,37,557,1.1,-1.1,0,-10.8,47.59,82.39,2021,2021-01-06,Gunesli,118.69191919191906
2021-01-06 16:30:00,2021,1,6,16,30,41,18,433,1.1,-1.9,0,-10.8,50.46,87.02,2021,2021-01-06,Gunesli,37.191919191919055
2021-01-07 07:30:00,2021,1,7,7,30,3,3,0,1.9,-1.1,6,-10.8,47.75,89.13,2021,2021-01-07,Kapali,15.333333333333334
2021-01-07 08:00:00,2021,1,7,8,0,22,22,1,2.0,0.3,6,-9.1,49.28,84.48,2021,2021-01-07,Kapali,19.0
2021-01-07 08:30:00,2021,1,7,8,30,21,21,0,2.0,1.7,6,-9.1,44.56,79.96,2021,2021-01-07,Kapali,29.4
2021-01-07 09:00:00,2021,1,7,9,0,30,30,2,2.1,3.1,6,-8.2,43.43,75.77,2021,2021-01-07,Kapali,52.8
2021-01-07 09:30:00,2021,1,7,9,30,71,70,4,1.8,3.9,6,-8.2,41.05,71.99,2021,2021-01-07,Kapali,93.0
2021-01-07 10:00:00,2021,1,7,10,0,120,117,8,1.4,4.7,6,-7.0,42.5,68.7,2021,2021-01-07,Kapali,157.6
2021-01-07 10:30:00,2021,1,7,10,30,223,172,125,1.1,5.3,6,-7.0,40.76,65.99,2021,2021-01-07,Kapali,207.4
2021-01-07 11:00:00,2021,1,7,11,0,344,213,297,0.9,5.9,7,-6.6,40.33,63.92,2021,2021-01-07,Kapali,222.8
2021-01-07 11:30:00,2021,1,7,11,30,279,216,136,0.8,6.2,7,-6.6,39.5,62.57,2021,2021-01-07,Kapali,247.2
2021-01-07 12:00:00,2021,1,7,12,0,148,144,9,0.7,6.4,6,-6.6,38.82,61.99,2021,2021-01-07,Kapali,282.8
2021-01-07 12:30:00,2021,1,7,12,30,242,188,116,0.8,6.4,6,-6.6,38.82,62.19,2021,2021-01-07,Kapali,294.6
2021-01-07 13:00:00,2021,1,7,13,0,401,175,501,1.0,6.4,8,-6.7,38.47,63.17,2021,2021-01-07,Kapali,297.6
2021-01-07 13:30:00,2021,1,7,13,30,403,132,639,1.1,6.1,7,-6.7,39.28,64.89,2021,2021-01-07,Kapali,311.6
2021-01-07 14:00:00,2021,1,7,14,0,294,176,307,1.3,5.9,7,-6.7,39.95,67.3,2021,2021-01-07,Kapali,297.8
2021-01-07 14:30:00,2021,1,7,14,30,218,180,114,1.1,4.9,7,-6.7,42.82,70.31,2021,2021-01-07,Kapali,236.8
2021-01-07 15:00:00,2021,1,7,15,0,173,140,117,0.9,3.8,7,-5.5,50.55,73.86,2021,2021-01-07,Kapali,169.0
2021-01-07 15:30:00,2021,1,7,15,30,96,88,39,0.8,2.2,6,-5.5,56.6,77.86,2021,2021-01-07,Kapali,118.2
2021-01-07 16:00:00,2021,1,7,16,0,64,37,199,0.8,0.5,0,-7.7,54.35,82.23,2021,2021-01-07,Kapali,93.25
2021-01-07 16:30:00,2021,1,7,16,30,40,21,354,0.6,-0.3,0,-7.6,57.66,86.86,2021,2021-01-07,Kapali,66.66666666666667
2021-01-08 07:30:00,2021,1,8,7,30,9,8,48,1.8,-6.0,4,-15.9,45.5,89.1,2021,2021-01-08,Gunesli,5.939393939394052
2021-01-08 08:00:00,2021,1,8,8,0,75,33,433,2.0,-4.4,0,-15.0,43.51,84.45,2021,2021-01-08,Gunesli,83.96969696969705
2021-01-08 08:30:00,2021,1,8,8,30,166,31,771,2.0,-2.6,0,-15.0,38.04,79.92,2021,2021-01-08,Gunesli,162.59956709956717
2021-01-08 09:00:00,2021,1,8,9,0,248,35,862,1.9,-0.7,0,-14.2,35.38,75.72,2021,2021-01-08,Gunesli,239.48051948051955
2021-01-08 09:30:00,2021,1,8,9,30,314,53,841,1.3,0.7,0,-14.2,31.93,71.92,2021,2021-01-08,Gunesli,312.26406926406895
2021-01-08 10:00:00,2021,1,8,10,0,361,97,725,0.7,2.1,0,-13.4,30.78,68.62,2021,2021-01-08,Gunesli,380.1601731601727
2021-01-08 10:30:00,2021,1,8,10,30,445,41,988,0.7,2.8,0,-13.4,29.29,65.89,2021,2021-01-08,Gunesli,435.6753246753242
2021-01-08 11:00:00,2021,1,8,11,0,486,42,1005,0.7,3.5,0,-13.2,28.33,63.81,2021,2021-01-08,Gunesli,480.08658008657954
2021-01-08 11:30:00,2021,1,8,11,30,513,44,1015,0.7,3.9,0,-13.2,27.54,62.45,2021,2021-01-08,Gunesli,511.66666666666606
2021-01-08 12:00:00,2021,1,8,12,0,525,44,1019,0.8,4.4,0,-13.2,26.47,61.85,2021,2021-01-08,Gunesli,526.8528138528133
2021-01-08 12:30:00,2021,1,8,12,30,521,44,1018,0.8,4.5,0,-13.2,26.28,62.04,2021,2021-01-08,Gunesli,520.558441558441
2021-01-08 13:00:00,2021,1,8,13,0,502,43,1011,0.9,4.7,0,-13.3,25.74,63.01,2021,2021-01-08,Gunesli,501.580086580086
2021-01-08 13:30:00,2021,1,8,13,30,468,42,997,1.0,4.6,0,-13.3,25.92,64.73,2021,2021-01-08,Gunesli,467.7359307359302
2021-01-08 14:00:00,2021,1,8,14,0,421,42,974,1.1,4.4,0,-13.2,26.66,67.13,2021,2021-01-08,Gunesli,419.7835497835493
2021-01-08 14:30:00,2021,1,8,14,30,360,40,941,1.1,3.6,0,-13.2,28.19,70.15,2021,2021-01-08,Gunesli,358.76623376623337
2021-01-08 15:00:00,2021,1,8,15,0,289,38,892,1.0,2.7,0,-10.5,37.15,73.69,2021,2021-01-08,Gunesli,287.71645021645026
2021-01-08 15:30:00,2021,1,8,15,30,209,35,817,1.1,0.7,0,-10.5,42.86,77.69,2021,2021-01-08,Gunesli,209.71356421356427
2021-01-08 16:00:00,2021,1,8,16,0,125,30,692,1.3,-1.3,0,-11.6,45.29,82.07,2021,2021-01-08,Gunesli,127.43434343434353
2021-01-08 16:30:00,2021,1,8,16,30,45,21,421,1.3,-1.9,0,-11.6,47.33,86.7,2021,2021-01-08,Gunesli,43.5555555555556
2021-01-09 07:30:00,2021,1,9,7,30,6,6,0,0.9,-4.6,7,-8.5,74.25,89.07,2021,2021-01-09,Kapali,29.666666666666668
2021-01-09 08:00:00,2021,1,9,8,0,19,19,0,0.9,-4.3,8,-8.3,73.93,84.41,2021,2021-01-09,Kapali,54.5
2021-01-09 08:30:00,2021,1,9,8,30,64,62,9,0.8,-3.6,5,-8.2,70.24,79.87,2021,2021-01-09,Kapali,82.6
2021-01-09 09:00:00,2021,1,9,9,0,129,127,9,0.8,-3.0,4,-8.0,68.15,75.66,2021,2021-01-09,Kapali,129.0
2021-01-09 09:30:00,2021,1,9,9,30,195,183,40,1.1,-2.4,4,-8.0,65.19,71.85,2021,2021-01-09,Kapali,166.6
2021-01-09 10:00:00,2021,1,9,10,0,238,218,55,1.3,-1.8,4,-8.1,62.31,68.54,2021,2021-01-09,Kapali,188.8
2021-01-09 10:30:00,2021,1,9,10,30,207,199,19,1.5,-1.4,4,-8.1,60.51,65.79,2021,2021-01-09,Kapali,204.0
2021-01-09 11:00:00,2021,1,9,11,0,175,174,2,1.7,-1.0,4,-8.1,58.42,63.7,2021,2021-01-09,Kapali,200.2
2021-01-09 11:30:00,2021,1,9,11,30,205,203,4,1.8,-0.8,4,-8.1,57.57,62.32,2021,2021-01-09,Kapali,178.6
2021-01-09 12:00:00,2021,1,9,12,0,176,176,1,1.8,-0.6,4,-8.2,56.52,61.71,2021,2021-01-09,Kapali,161.2
2021-01-09 12:30:00,2021,1,9,12,30,130,130,0,1.9,-0.5,4,-8.2,56.11,61.89,2021,2021-01-09,Kapali,154.8
2021-01-09 13:00:00,2021,1,9,13,0,120,120,0,2.0,-0.5,4,-8.2,56.02,62.85,2021,2021-01-09,Kapali,130.4
2021-01-09 13:30:00,2021,1,9,13,30,143,143,1,2.1,-0.6,4,-8.2,56.43,64.56,2021,2021-01-09,Kapali,108.6
2021-01-09 14:00:00,2021,1,9,14,0,83,83,0,2.2,-0.8,4,-8.2,57.47,66.96,2021,2021-01-09,Kapali,92.4
2021-01-09 14:30:00,2021,1,9,14,30,67,66,2,2.2,-1.1,5,-8.2,58.75,69.97,2021,2021-01-09,Kapali,73.6
2021-01-09 15:00:00,2021,1,9,15,0,49,48,2,2.3,-1.4,4,-8.0,60.77,73.52,2021,2021-01-09,Kapali,50.4
2021-01-09 15:30:00,2021,1,9,15,30,26,26,0,2.3,-2.0,5,-8.0,63.51,77.52,2021,2021-01-09,Kapali,37.2
2021-01-09 16:00:00,2021,1,9,16,0,27,27,0,2.2,-2.6,5,-7.9,67.05,81.89,2021,2021-01-09,Kapali,29.75
2021-01-09 16:30:00,2021,1,9,16,30,17,17,0,2.1,-3.2,4,-7.9,70.11,86.53,2021,2021-01-09,Kapali,23.333333333333332
2021-01-10 07:30:00,2021,1,10,7,30,7,7,0,1.6,-8.2,4,-13.1,67.65,89.04,2021,2021-01-10,Gunesli,-2.1010101010100946
2021-01-10 08:00:00,2021,1,10,8,0,43,43,0,1.9,-6.8,4,-13.2,60.18,84.36,2021,2021-01-10,Gunesli,51.95959595959603
2021-01-10 08:30:00,2021,1,10,8,30,84,84,1,1.8,-5.1,4,-13.2,52.86,79.82,2021,2021-01-10,Gunesli,104.20634920634932
2021-01-10 09:00:00,2021,1,10,9,0,167,158,35,1.6,-3.3,4,-11.6,52.74,75.59,2021,2021-01-10,Gunesli,155.84632034632048
2021-01-10 09:30:00,2021,1,10,9,30,233,223,32,1.5,-2.2,4,-11.6,48.61,71.77,2021,2021-01-10,Gunesli,208.08658008657983
2021-01-10 10:00:00,2021,1,10,10,0,259,250,25,1.3,-1.0,4,-10.9,47.06,68.44,2021,2021-01-10,Gunesli,265.41991341991314
2021-01-10 10:30:00,2021,1,10,10,30,304,292,30,1.4,-0.3,4,-10.9,44.72,65.68,2021,2021-01-10,Gunesli,326.92207792207756
2021-01-10 11:00:00,2021,1,10,11,0,376,342,76,1.5,0.3,4,-10.7,43.57,63.58,2021,2021-01-10,Gunesli,387.7186147186143
2021-01-10 11:30:00,2021,1,10,11,30,454,294,344,1.6,0.7,4,-10.7,42.33,62.19,2021,2021-01-10,Gunesli,447.4415584415579
2021-01-10 12:00:00,2021,1,10,12,0,513,161,740,1.8,1.1,0,-10.6,41.3,61.56,2021,2021-01-10,Gunesli,498.33333333333275
2021-01-10 12:30:00,2021,1,10,12,30,536,77,970,1.9,1.2,0,-10.6,41.01,61.73,2021,2021-01-10,Gunesli,524.7186147186142
2021-01-10 13:00:00,2021,1,10,13,0,520,75,970,2.0,1.4,0,-10.6,40.52,62.69,2021,2021-01-10,Gunesli,520.748917748917
